,question,is_correct,num_characters,num_words,num_sentences,transformed_text
4237,"The phrase “always a bridesmaid, never a bride” was popularized by an ad campaign for what?",0,91,20,1,phrase alway bridesmaid never bride popular ad campaign
4240,Which of these body parts is also a common part of a chair?,0,59,14,1,bodi part also common part chair
4243,A dinner combining seafood and red meat is called “surf and” what?,0,66,15,1,dinner combin seafood red meat call surf
4246,Which of these titles typically wields the most power at a corporation?,0,71,13,1,titl typic wield power corpor
4249,Which of these species is the closest relative of the llama?,0,60,12,1,speci closest rel llama
4252,What fruit is also sometimes known as a “fuzzless peach”?,0,57,13,1,fruit also sometim known fuzzless peach
4255,"Despite his name, which of these musicians is actually from Morocco?",1,68,13,1,despit name musician actual morocco
4258,“Association football” is the British term for a sport typically known as what in the US?,0,89,19,1,associ footbal british term sport typic known us
4261,"Of the US presidents born in the 20th century, who held office first?",0,69,15,1,us presid born 20th centuri held offic first
4264,What long-running science fiction franchise began aboard the spacecraft Nostromo?,0,81,11,1,scienc fiction franchis began aboard spacecraft nostromo
4267,Which of these US states has the most official state songs?,0,59,12,1,us state offici state song
4270,About how long does light from our Sun take to reach Earth?,1,59,13,1,long light sun take reach earth
4273,A direct flight from Bishkek to Ashgabat will nearly pass over which country’s capital?,1,87,17,1,direct flight bishkek ashgabat nearli pass countri capit
4276,Which of these is an important ingredient in making coffee?,0,59,11,1,import ingredi make coffe
4279,Which of these names is also a term that refers to a male deer?,0,63,15,1,name also term refer male deer
4282,Which of these roots is often used to make naturally flavored root beer?,0,72,14,1,root often use make natur flavor root beer
4285,"In Richard Connell’s famous short story “The Most Dangerous Game,” what is being hunted?",0,88,20,1,richard connel famou short stori danger game hunt
4288,What is the name of the robot that has spent more than 10 Earth years exploring Mars?,0,85,18,1,name robot spent 10 earth year explor mar
4291,In what holy location would you find the Dome of the Rock?,0,58,13,1,holi locat would find dome rock
4294,What is the real name of the co-founder of Cash Money Records?,0,62,13,1,real name cash money record
4297,What US senator had a cameo in the comedy “Wedding Crashers”?,0,61,14,1,us senat cameo comedi wed crasher
4300,The current capital city of which country was NOT its capital in 1990?,1,70,14,1,current capit citi countri capit 1990
4303,"As portrayed in “The King’s Speech,” which king quit and left his stammering brother to take the throne?",0,104,24,1,portray king speech king quit left stammer brother take throne
4304,"Taylor Swift reportedly wrote ""Bad Blood"" about Katy Perry after a conflict over what?",1,86,17,1,taylor swift reportedli wrote bad blood kati perri conflict
4306,"In the 1920s, a man notoriously pushed what to the top of Pikes Peak using only his nose?",0,89,20,1,1920 man notori push top pike peak use nose
4309,What structure did King Kong famously climb?,0,44,8,1,structur king kong famous climb
4312,"What cartoon character repeatedly perishes on “South Park,” only to return every time?",0,86,17,1,cartoon charact repeatedli perish south park return everi time
4315,"If a British person asks to use your “lorry,” what do they want to use?",0,71,19,1,british person ask use lorri want use
4318,What animal’s kid is literally called a “kid”?,0,46,13,1,anim kid liter call kid
4321,What is NOT one of Pittsburgh’s “Three Rivers”?,0,47,13,1,one pittsburgh three river
4324,Which of these places is naturally home to penguins?,0,52,10,1,place natur home penguin
4327,A character on “Seinfeld” once found the discarded set of what TV show host?,1,76,17,1,charact seinfeld found discard set tv show host
4330,Which of these tech companies does NOT have the same CEO as the other two?,1,74,16,1,tech compani ceo two
4333,"In the film series, which of these boxers officially had a winning record against Rocky Balboa?",0,95,18,1,film seri boxer offici win record rocki balboa
4334,"In one of the biggest upsets in Tony history, a show about puppets beat out which of these musicals?",1,100,21,1,one biggest upset toni histori show puppet beat music
4336,"In the history of US presidential elections, what third-party candidate got the most electoral votes?",0,101,17,1,histori us presidenti elect candid got elector vote
4337,What date is inscribed on the granite waterfront monument in Massachusetts’ Pilgrim Memorial State Park?,1,104,17,1,date inscrib granit waterfront monument massachusett pilgrim memori state park
4340,"Muhammad Ali famously said he could “float like a butterfly, sting like a” what?",0,80,18,1,muhammad ali famous said could float like butterfli sting like
4343,"If you are about to use foul language, you might say “pardon my” what?",1,70,18,1,use foul languag might say pardon
4346,"In a trial, who is charged with proving guilt?",1,46,11,1,trial charg prove guilt
4349,The leading racer in the Tour de France typically wears what color?,0,67,13,1,lead racer tour de franc typic wear color
4352,Which breed of dog is NOT named in part for an island?,0,54,13,1,breed dog name part island
4355,Which of these sci-fi movie titles is also a scientific term that applies to black holes?,0,89,17,1,movi titl also scientif term appli black hole
4358,Which of these shirts would an Australian most likely call a “skivvy”?,1,70,15,1,shirt would australian like call skivvi
4361,Which of these terms accurately describes America’s three most popular beer brands as of 2017?,1,94,18,1,term accur describ america three popular beer brand 2017
4364,Which of these songs was recorded by a band originally named “On A Friday”?,1,75,17,1,song record band origin name friday
4367,"What is the relationship between the towns of Menlo Park, CA and Menlo Park, NJ?",0,80,18,1,relationship town menlo park ca menlo park nj
4369,Which of these did Beyoncé use to announce her first pregnancy?,0,63,12,1,beyoncé use announc first pregnanc
4372,"In Greek mythology, who abandoned his mother and sister to fight alongside the Trojans?",0,87,16,1,greek mytholog abandon mother sister fight alongsid trojan
4375,Who typically wins a marathon?,1,30,6,1,typic win marathon
4378,Which is one of the three categories of Shakespeare’s plays?,0,60,13,1,one three categori shakespear play
4381,Eggs that are fried without being flipped over are typically described how?,1,75,13,1,egg fri without flip typic describ
4384,What is the term in typography for adjusting the spacing between characters to create the best look?,1,100,18,1,term typographi adjust space charact creat best look
4387,With which of the following artists has Sting NOT recorded a song?,0,66,13,1,follow artist sting record song
4390,The works of which artist are often used to illustrate the concept of tessellation?,0,83,15,1,work artist often use illustr concept tessel
4393,"By definition, which of these would you need to “defenestrate” a prized belonging?",0,82,17,1,definit would need defenestr prize belong
4396,"In their original theatrical run, the “Little Rascals” shorts of the 1930s and ’40s were called what?",1,101,22,1,origin theatric run littl rascal short 1930 40 call
4397,A centuries-old game called “Captain’s Mistress” is now often sold under what name?,0,83,18,1,game call captain mistress often sold name
4400,What athlete has played in the championship games of both the NFL and MLB?,0,74,15,1,athlet play championship game nfl mlb
4403,Which of these divisions of geologic time is the shortest?,0,58,11,1,divis geolog time shortest
4406,Which of these kinds of chips would you use to make nachos?,1,59,13,1,kind chip would use make nacho
4409,Modern automobiles typically run on which of these?,0,51,9,1,modern automobil typic run
4412,"If planted properly, what kind of trees will acorns grow into?",1,62,13,1,plant properli kind tree acorn grow
4415,Which phrase consists of two football terms AND describes an arrangement of pulleys?,0,84,14,1,phrase consist two footbal term describ arrang pulley
4418,What synonym for “evil” comes from an old term referring to the left-hand side?,1,79,17,1,synonym evil come old term refer side
4421,Which of these is a weapon in the classic version of the board game Clue?,1,73,16,1,weapon classic version board game clue
4424,In which of these TV shows did the star NOT play a character with the same first name?,0,86,19,1,tv show star play charact first name
4426,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?",1,97,20,1,definit middl eastern dish dopiaza name includ ingredi
